Symbol	logFC	P.Value
P2RX2	-1.122233375	0.101054123
CXorf65	-1.540097805	0.101088607
IL15RA	1.001198678	0.101174943
GJC1	0.172008686	0.101247545
C3orf75	-0.625306684	0.101314591
C8orf38	0.689424627	0.101325032
RSPO2	-0.68033344	0.101385538
FARSB	0.740469637	0.101421007
FBXL5	-0.347005364	0.101559348
C5orf40	-1.14839223	0.101569238
THAP5	0.625920259	0.101685816
ZNF673	0.521186295	0.10170194
CYP17A1	0.326671628	0.101847964
HELZ	0.290990834	0.101859106
OPN1MW2	-0.263755707	0.102090987
ORC5L	-0.365352456	0.102122953
KRTAP6-1	-1.449853284	0.102321907
STRADB	-0.384948156	0.102408964
UACA	-1.227314845	0.102549053
NYX	-1.018109009	0.102573409
PLA2G16	-0.824101263	0.10273121
CPNE1	0.453502402	0.102780627
FAM13A	-0.935603028	0.102881872
TCP10L	-1.13338013	0.102892951
TAOK1	-0.347055296	0.102968219
TOP1MT	0.244379854	0.102998292
AACS	-0.360847656	0.103074135
DNASE1L1	0.545816571	0.103107335
ENSA	-0.177942264	0.103248451
UBAP1	-0.20734823	0.103260471
TFPI	0.648099806	0.103363298
SHC1	0.55538043	0.103358115
KIF5A	0.513989263	0.103430106
KIRREL3	-1.359888689	0.103464514
TRIM72	-0.555787314	0.103572044
PIP5K3	-0.358236118	0.103604528
DEAF1	-0.222687034	0.103700906
DAPK3	-0.535394765	0.103746766
DYNLL1	0.513932818	0.103980503
NMUR2	-1.79131536	0.104023745
SPATA2	-0.737023299	0.104095757
CALCR	0.669504014	0.104163637
SYNJ2	0.493492173	0.104268349
GRIA1	-1.059206057	0.104277625
AGPAT1	-0.829604238	0.104403193
ACCN2	0.820767347	0.104426215
PARK2	-1.699485351	0.104451196
DUSP15	-0.608620993	0.104480781
KIF18A	0.973755301	0.104532783
ANK3	-0.422495716	0.104569406
SNORD96B	1.116814231	0.104664625
IL4	-1.287273804	0.104701158
PCDHB6	-0.798730274	0.104802963
NOX1	-1.504582592	0.104822974
SPPL2A	0.516780448	0.104960011
AFP	0.753978851	0.104952268
LHB	-1.334767542	0.104992081
PDYN	-1.057461324	0.105057427
CDCA4	-0.520740912	0.105121642
DGCR5	-1.544400773	0.105163465
ZNF311	-1.600849173	0.10535288
APOL3	0.822122567	0.105375298
WDR35	0.513479813	0.105577206
GPR173	0.781802904	0.105617857
ZNF8	-0.442140309	0.105720131
RERE	-0.91842365	0.105792321
FAM101B	-0.723876686	0.105911354
MCM4	-0.554165205	0.105914875
PPP1R8	-1.193720164	0.106083419
FSTL1	0.78356526	0.106086333
KCTD4	-1.065276087	0.106351704
KIAA1688	-0.871852001	0.106378151
COX4NB	-0.435778204	0.106487437
TCOF1	-0.6705387	0.106495427
BCL2L11	-0.672060646	0.106558261
ATP5C1	0.209889112	0.106571313
LOC388503	-1.326019179	0.10667117
DYRK1A	0.295771818	0.106668226
SORBS1	-0.683969563	0.106792006
LDHB	0.251772804	0.106891454
OR8H2	0.657226897	0.106987998
RUFY4	0.338060168	0.107071941
ACP5	0.517466092	0.107139321
ANKRD13B	0.538992435	0.107172676
FAM102A	0.614627557	0.107202169
FAM65C	-0.45465195	0.107255274
FKBP5	0.289218704	0.107350989
EHBP1	0.583426064	0.107362989
MTUS1	0.425128671	0.107413161
LASS2	0.644297781	0.107438427
ZNF816A	-0.37530838	0.107550009
OPRM1	-1.283138668	0.107591502
DNTT	-0.949093738	0.107653317
EPM2A	0.556142513	0.107660812
GPD1L	-0.57441197	0.107738719
SPTB	-1.435255178	0.107766115
APLP1	0.794378818	0.107824529
BMP4	-1.494052289	0.107943014
NDUFV3	-0.834519953	0.108006563
DEFB108B	-0.503864839	0.108036005
S100A7A	-1.176238718	0.108195007
PCDHB15	0.232803323	0.108192395
SRGAP2	-0.730136471	0.108353409
ZCCHC17	0.36629221	0.108397076
FLVCR2	-0.924520242	0.1084818
CREG1	-0.420013256	0.108554334
RPS6KA2	-1.051969388	0.108641822
KIAA1009	-0.94281263	0.108682252
PTHLH	-0.808012018	0.108829195
FUT3	-0.89940812	0.108886207
FKBP1P1	-0.223130646	0.108928663
PCBP4	0.545530184	0.108961939
MAGEB6	0.793067205	0.108981783
LTC4S	-1.177761434	0.109017486
SSR2	-0.177800354	0.109077205
OSBPL2	0.498534418	0.109103606
ZNF503	0.388905846	0.109226995
SHC1	-0.19740565	0.109306009
SLC26A8	0.594933272	0.109510521
NUP62CL	0.852058717	0.109555451
WDR45	0.285542316	0.109624698
ZNF585B	0.733060633	0.109630566
SRPX2	-0.973577685	0.109798001
MADD	0.989649823	0.109883957
ELOVL2	-0.899366867	0.11007007
DOCK5	-0.939645958	0.110078963
C1orf49	-0.342699009	0.110172887
OLFML2A	-1.197728438	0.110176176
C1orf101	0.539845316	0.110252487
FBXL18	-0.548827506	0.110253839
TEX15	1.09477289	0.110339191
DIXDC1	-1.677618062	0.110372608
UGT2A3	-1.080155199	0.110528669
CDKN1A	0.30514786	0.110529915
C17orf78	0.365634086	0.110645903
KILLIN	0.581429004	0.110655272
SLAMF6	-1.118409371	0.110856397
ANO7	-1.674879979	0.110909271
SCN4A	0.651531993	0.110990646
RTP3	-1.159757828	0.111024371
POU6F2	-1.467295876	0.11108526
DFFB	0.56155465	0.111128638
CHML	0.707168519	0.111286763
GPR103	0.547096677	0.11130498
APOBEC2	0.88985265	0.111385613
TNMD	-1.320577204	0.111554502
CCDC155	-1.641895945	0.111635171
MAGED1	0.426387518	0.111680261
PRTG	-1.75005011	0.111792359
TCERG1	-0.259565174	0.111858631
PODXL	0.237149286	0.112141442
ZNF187	0.498757818	0.11216319
GK5	-0.595291936	0.112364603
NDUFB2	-0.195140954	0.112440807
OLAH	-0.99402108	0.11270738
FOXK2	0.704518392	0.112713512
RNF128	-1.099165737	0.11281222
PLEKHG5	-1.115799783	0.112831366
NDUFC1	0.228498828	0.112955404
NRXN1	-1.29493082	0.112997365
INPP5D	0.26545556	0.113056532
C13orf31	0.919305126	0.113110195
C20orf195	0.886162802	0.113237347
LOC100192378	0.557855673	0.113233713
CHRFAM7A	0.78745438	0.113376541
C3orf37	0.35525462	0.113408749
PCDH11Y	-1.238350639	0.113583689
OR4F15	-1.432936828	0.113634356
CNTD2	-0.54525304	0.113764264
LRTM2	-0.45009193	0.113780929
CHRNG	0.682563264	0.113838569
B4GALT2	-0.701929369	0.113870583
NAT6	0.633772072	0.11407758
CD34	0.345501994	0.114103472
SIL1	0.276330538	0.114223217
OR6C6	0.776512823	0.114262612
RAD18	0.393060125	0.11438781
CAPSL	-0.736069391	0.114382536
HNRPM	0.184528472	0.114466652
C7orf30	-0.361022708	0.114487326
AVP	1.361818336	0.114558564
ERO1LB	0.811930826	0.114569632
CDKN2C	-1.207039141	0.114692916
SNX27	-0.356907968	0.114701237
ATP5J2	0.248792224	0.11469847
HERC1	-0.169834176	0.114719638
SSX6	-0.299736669	0.114801755
SSTR4	-0.329952848	0.114822316
ANKRD26	-0.492159986	0.114961904
ARL4D	-1.120095128	0.114982815
LOC441179	-0.875264536	0.11507393
HTRA2	-0.425151947	0.115075877
RTEL1	-0.779692524	0.115248778
OR5K2	0.422142989	0.115288143
PLA2G4E	-0.321347854	0.11536233
HSD17B11	0.2377616	0.115383475
CHRNA5	0.350158387	0.11547602
TAS2R8	-1.066656866	0.115543363
ADAM12	-0.811360284	0.115684681
CUTC	0.273757568	0.115725756
CCDC146	-0.70578579	0.115820868
NOVA1	-1.558681852	0.115840007
BNIPL	0.480928258	0.115986472
PARD6G	-1.454522053	0.116007258
RPS6KC1	-0.328410386	0.116050645
KRT74	-1.217446555	0.116107384
LRP6	-0.626452632	0.116201886
LRRFIP2	0.233139562	0.116213458
APAF1	-0.492175208	0.116344824
KIF20B	0.644409951	0.11635117
PRX	-0.733914822	0.116687594
HBG1	-1.359355125	0.11670888
SNX16	0.794063515	0.116872887
POLR2J	-0.387925486	0.116892064
WDR7	-1.950906089	0.116974599
HRNR	-0.398423031	0.117056049
GGA1	0.633159225	0.11713084
RASSF6	1.018980174	0.117154174
ALG1L	-0.523757254	0.117273924
TMEM177	-0.429400965	0.117290654
NEK11	-0.912224619	0.117347848
LILRA5	-1.271566875	0.117377357
FLJ45537	0.731802842	0.117432883
KCNH7	-0.296110657	0.117473723
GIPC2	-1.143824969	0.117612479
ZNF599	0.654305935	0.117621136
CSDE1	0.618819392	0.117671398
FPR1	-1.330027738	0.117672923
RGN	-1.529989045	0.118005314
LPCAT2	0.610482394	0.118047581
GADD45G	-0.405175842	0.11807527
CHST9	0.410508801	0.118100349
TP53I3	-0.545867316	0.118254024
PARN	0.336812942	0.118261274
LDB3	-0.732835714	0.118310524
SSPO	-0.677459382	0.118292574
ASZ1	0.766316163	0.118482682
CLRN1OS	-1.622556862	0.118526112
CREB1	0.476455795	0.118781473
INPP4A	-0.355960558	0.118835257
MOBKL2B	0.845468393	0.118946199
ROBO1	-0.929659046	0.118986263
ENO2	0.370867046	0.119144556
ZNF485	0.540157426	0.11915838
CASP6	0.354601048	0.119223257
GZMM	-1.13151106	0.119234887
GORASP1	-0.301598706	0.119323489
TSGA13	-0.917181674	0.119398164
GPR88	-1.447755167	0.119566451
DHDH	0.583281352	0.119582329
NWD1	-1.564296812	0.119690864
BOK	-0.9301959	0.119761119
PCBP3	-1.145289977	0.119849528
CNIH2	-0.943095026	0.119857936
PROZ	-1.766145825	0.120007108
HSPA7	-0.441167376	0.120029542
SARDH	-0.864864437	0.120153735
WASH5P	0.42485783	0.120227899
CCDC113	0.3970054	0.120483792
SS18	0.520305145	0.120501586
NOD3	0.47273701	0.120686827
C7orf59	0.153942368	0.120712594
ENOX1	0.726975496	0.12078841
TAF5L	-1.24298469	0.120781007
TRIM10	-1.255684378	0.120863929
SGK3	-0.972379057	0.120907949
C15orf24	0.40622309	0.121025102
BRIX1	-0.273227142	0.121220864
ARGFX	-1.094178667	0.121293579
ATP5F1	0.183591478	0.121293417
ABCA6	-1.317346264	0.121408202
C1orf157	-1.307987789	0.121406772
SENP7	0.31008262	0.121526234
FOXL2	-1.44556251	0.121586555
FAM82A2	-0.22856692	0.121802796
DBC1	-1.138544973	0.121807678
RBMY3AP	0.52691909	0.121897701
DLGAP1	0.438242676	0.121923364
MRE11A	0.357297728	0.122110522
CDH9	0.435319021	0.122146265
LPPR1	-0.722806036	0.122316504
KRTAP5-3	-1.413596281	0.122341811
MLL3	-0.302727872	0.122479819
COL8A1	-0.620142646	0.122505459
ANKRD35	-0.63242857	0.122682573
ARMC2	0.65066903	0.122685211
ORC5L	0.67595127	0.122913688
PPWD1	0.408580034	0.122999135
NT5C	-0.206579184	0.123241936
SNHG5	0.252468996	0.123252938
KRT6B	-1.255570896	0.123526073
SNORA75	0.394109178	0.123524401
PRLR	-0.625763189	0.123635976
THRA	-0.549984932	0.123681319
HTR4	-1.239550596	0.123750845
CALB2	-0.776574599	0.123787082
GALE	-0.832534808	0.123912316
FABP7	-0.544609749	0.123925512
ATP5E	-0.198365396	0.124031498
XRCC1	0.327597082	0.124055471
DUSP12	0.404826628	0.124120456
FLNB	0.21301583	0.124173556
UGT2B4	0.455561987	0.1242475
WTAP	-0.731537631	0.124263319
Septin 6	0.17875996	0.124331887
SPRED2	0.609502605	0.124341617
PIP3-E	-0.394561684	0.124413403
SNORD113-1	0.439439595	0.124397965
RGL4	0.31067495	0.124792138
C20orf29	-1.084458605	0.124876512
FPR3	0.518620023	0.12494617
DSCR8	-0.525703733	0.124982547
ICK	0.244147742	0.125112116
CSGALNACT2	0.436925385	0.125120327
C16orf86	-0.663681709	0.12532869
FBN1	0.573405068	0.12537293
STK31	-1.480655524	0.125541008
FLJ42133	-1.175759013	0.12558446
OR2L2	-1.272693669	0.125825173
TMEM209	-0.433743888	0.125858863
BSND	-0.599127629	0.125955936
ZNF785	0.456950047	0.125989108
OR5C1	-1.217605135	0.126129278
GLB1	0.662121004	0.126147671
ZNF707	-0.509582093	0.126274631
SUSD4	0.359891776	0.126278508
TOE1	0.444656477	0.126397604
IKBKAP	-1.723001687	0.12642958
ATP5L	0.156749428	0.126729554
RPP25	-0.919986789	0.126813432
SLC4A11	-1.100536245	0.126871377
MYCL1	-0.560744614	0.126870058
TMCC1	-0.947089556	0.127023063
SLCO4A1	0.618197964	0.127024135
PRKCD	0.25451878	0.127242732
ANKRD41	0.554190752	0.127386251
MME	-1.001836564	0.127516935
MS4A7	-1.071957386	0.127497688
CDH15	-0.931624856	0.127581426
VCL	-0.623770961	0.127624749
HLA-G	0.942220561	0.127997451
PLAC8	0.175552692	0.128015626
HTR3A	-0.914815328	0.128220249
DAD1	-0.157338472	0.128279377
AGPAT4	0.433348844	0.128578934
GPER	0.776408695	0.128703637
EGFLAM	-1.087708861	0.12886927
DCLK2	-0.642723414	0.128906983
PCDH7	0.379071697	0.129077865
MRPS14	0.488955614	0.129096798
SLC9A4	-1.648092897	0.129145793
C8A	-0.903370439	0.129218321
TMPRSS3	-0.505131427	0.129407738
UTY	0.574359691	0.129403051
EIF4E2	0.289304122	0.129679868
SLCO1C1	0.731727898	0.129679285
DACH2	-1.453918086	0.129849351
DPY19L2	0.630200002	0.129888258
ZNF552	0.442927106	0.130098917
ETV3L	-1.687616704	0.1300919
GRIN3A	-1.107571016	0.130310359
UGT2A3	0.411557895	0.130347901
EHD1	-0.167238406	0.130494592
ARMC8	-0.576907319	0.130499075
OR5AP2	-1.433614134	0.130675465
SNORD127	0.306175213	0.130670843
GTF2IRD2B	0.253096642	0.130822641
LOC85391	0.599965407	0.130900033
LOC401589	-0.656400805	0.13096475
CCDC28B	-0.312033326	0.13108368
C6orf127	-1.460505052	0.131146267
CHDH	-1.274324885	0.131142726
SNHG7	0.460736696	0.131298233
OR51G2	-1.192415333	0.13130934
MYO9A	0.314549336	0.131520082
RNU6ATAC	0.248057474	0.131530704
YME1L1	0.335205342	0.131779963
ZNF285A	0.644917428	0.131848411
MIPEP	-0.796591504	0.132053168
CENPJ	0.408837583	0.132200048
CLEC7A	-0.618684744	0.132398684
LOC388965	0.355630941	0.132428449
DNAJB12	0.225784872	0.132527297
HPS5	-0.782967416	0.132553407
BET1L	-0.495060954	0.132571779
C12orf61	-0.772147786	0.132639147
SLFNL1	0.483206502	0.132925793
MEOX2	0.844478943	0.132972908
FAM107A	0.9989668	0.133192829
RBM44	-0.940524056	0.133206297
MRPS6	-0.24267515	0.133366662
PTBP2	0.246998544	0.133426188
HGD	-1.555270753	0.133484498
PATE1	-0.658167547	0.133512434
PDZD7	-1.010616207	0.13359531
RFPL4B	0.346869015	0.133598714
PLK5P	0.850325655	0.133794152
ABCA2	-0.943825592	0.133858222
ZFAT	0.560262326	0.134213972
MTRF1L	-0.196336574	0.134243937
ZP2	-1.206075812	0.134380766
TBRG1	-1.037691211	0.134410702
SRPK1	0.49776157	0.134465949
CAP2	0.686459187	0.134479949
C6orf120	0.27761351	0.134589561
MAGED2	-0.59119252	0.134580349
SLC22A2	0.639169806	0.134714592
MTO1	-0.30715161	0.13472479
TRIM32	0.839166377	0.134865926
XPNPEP3	0.293251446	0.134868765
PCSK7	-0.504505684	0.134941939
F2RL2	-0.828631396	0.134950702
EIF4E	0.658955831	0.135078494
GDF6	-0.351460763	0.135186604
WFDC10B	-0.807588297	0.135399261
POP1	-0.883574389	0.135410876
KLHL17	-0.923150984	0.1356231
CD302	0.767389255	0.135633584
C11orf53	-0.623421067	0.135734495
PRKCD	-1.039894293	0.135759264
TMEM81	0.369928666	0.135908616
NDUFS2	-0.146521252	0.135899268
TLR7	-0.739078945	0.136066334
SLC9A11	0.356108	0.136087459
GLIS3	-1.26396952	0.136196108
ISG20L1	0.462049313	0.136268375
TRMT2B	-0.511431696	0.136583965
GZMH	-0.943113093	0.136609548
SORBS1	-0.837894345	0.136656642
LOC100129637	0.3780602	0.13667879
EDA	0.404368425	0.136774309
KCNA7	-0.656303351	0.136764882
LHX3	0.290524164	0.136861206
AGFG2	-1.107759427	0.13697252
ZNF169	0.476249558	0.137105017
SLC45A4	0.55402537	0.137100711
SNORA57	0.162581958	0.137175171
LOC645974	0.487561279	0.137229105
C11orf58	0.378677542	0.137288548
F8A1	-0.353314078	0.137314406
CNNM3	-0.262655138	0.137453718
TYK2	0.321909358	0.137434176
CSTL1	-1.262971506	0.137537791
RNF138P1	0.920330107	0.137570083
GLB1	-1.117564184	0.137733002
CPVL	0.927902473	0.137852278
SOX15	-0.893774971	0.137953955
GJB3	0.492746446	0.138040624
USP31	-0.645610275	0.138203218
GLRA4	0.486673389	0.1381992
UBE2L3	-0.312491298	0.138344802
NLRP10	0.394015404	0.13837073
43169	-1.059936308	0.138417103
SYNGR3	-0.748223827	0.138447709
CASP10	-0.35745411	0.138705479
UBE2I	-0.721697569	0.138725239
GAR1	-0.313443018	0.138819121
MIXL1	-1.320644572	0.138835754
GLP2R	-1.145930366	0.139105564
OR10A4	-1.275565058	0.139154717
AGPAT3	0.498730461	0.139455554
APOA4	-1.27589263	0.139462206
INO80	-0.221653384	0.139538392
NR1H2	-0.250152376	0.139555726
OR4S2	-0.965664896	0.139746971
UNC5C	-0.382091497	0.139774538
LGSN	0.796499079	0.140058344
PCDHGB3	-1.068202945	0.140076731
SCARA3	0.888776043	0.140264758
OCA2	-1.22811777	0.140262621
NCAPD2	-0.207239814	0.14046451
CMTM1	0.620257268	0.140523348
CNTN2	-0.872929401	0.140591851
FLJ10996	-0.706886126	0.140669044
PILRB	-0.189470786	0.140771689
PPP2R2C	-0.559161946	0.140766138
LOC285501	0.453320285	0.140829153
GMPR2	-0.417625275	0.140914433
CDKN2A	-0.598542183	0.141013807
SRC	-1.122571112	0.141018426
COMT	-0.453770374	0.14132275
WDR88	-0.777468911	0.141339683
NACC2	-1.289505164	0.141620071
OR52N2	-0.599713512	0.141629958
CYP2S1	-1.390115957	0.14194961
TBX3	0.43499846	0.141970767
RAD17	0.308875765	0.142070117
HDAC5	0.78457094	0.142067142
HPS4	0.5856288	0.142189068
PLXDC2	0.382943878	0.142205932
ELMO1	0.563549962	0.142295591
SLC16A13	-0.990932894	0.142292944
HSPB9	-0.370548364	0.14243666
RTN4	-0.513621726	0.142448305
FDX1	0.626708904	0.142568604
SYNGAP1	-0.459283335	0.142628696
LOC643226	-0.301324962	0.142744825
FRS3	0.506489887	0.142787567
CD244	-0.322256692	0.142930777
DGKG	-1.426208786	0.142930584
SNX21	-0.61068979	0.142953379
LPO	-1.204154782	0.143016532
SHANK2	-1.37890329	0.143068492
ANGPT2	-0.511321398	0.143140984
IL18RAP	-1.057869137	0.143277042
C1orf118	-0.719179165	0.143261775
BAD	-0.22563993	0.143391458
GPN1	-0.350007798	0.143371184
CLDN15	0.273519042	0.143530283
ULBP3	-1.146459349	0.143543115
APOL6	0.506701279	0.143651762
DFFA	-0.198526452	0.143655935
METTL10	0.620027466	0.143793936
C1QTNF3	0.726288218	0.143795286
IQCJ	-1.349575416	0.14385508
TALDO1	-0.20944244	0.143930392
COL4A1	-0.899546192	0.144050504
RPL12	0.144536922	0.144045535
PARS2	0.461073768	0.14423159
PHF7	0.711264226	0.14423758
IGSF8	0.54002825	0.14436325
KCNK9	0.530290113	0.144383741
BTN2A2	-0.565981588	0.144494883
PPP1R13L	-0.566195656	0.144574976
LSS	-0.240761176	0.144626284
LNPEP	0.667669088	0.144632626
NUDCD3	-0.253063566	0.144854793
PHKG1	-0.90878003	0.144893545
KLK8	-0.307894571	0.145089152
TMEM14E	-0.477981566	0.145082976
GPX3	-0.866623336	0.145163797
NBPF1	-0.230618994	0.1453061
MAP4K1	-0.356492076	0.145366414
PTGER3	-1.363877022	0.145398944
SVIL	0.394491364	0.145532916
LHX3	-1.315998791	0.145560993
RRP7A	-0.238102818	0.145655397
COL1A2	-1.365239486	0.145708911
ZNF613	-0.923967504	0.145822895
ERGIC1	0.418790328	0.145837546
PACSIN1	0.855335274	0.146073644
TMEM168	-0.665203818	0.146068998
CLIC6	-1.169642519	0.146219599
ALPK3	0.262251416	0.146212876
GLRX5	-0.247014146	0.146368939
CD8B	-0.289030882	0.146390626
AHCTF1	-0.242370594	0.146467703
PCDHGB7	0.256115576	0.146478368
RANBP17	0.689068581	0.146563086
43161	-0.380040244	0.146565763
DPP4	0.581969242	0.146743462
CLN6	-0.440461382	0.146771206
PRTG	-0.720893422	0.146998248
TBL1X	0.29757873	0.147003653
ANKRD29	0.888395898	0.147169298
TBCE	0.631788032	0.147202301
KCNK16	-0.356230668	0.147651392
VPREB3	-0.687401326	0.147696979
MAP6	-0.887220793	0.147782826
C1orf35	-0.29497239	0.147780945
RPL18	0.176238386	0.147871688
KRT32	-0.64930376	0.14795184
TMTC2	0.594510391	0.148142663
ASCC3	-0.182442834	0.148155866
DBF4B	-0.41254888	0.148278833
TAF5	0.714583205	0.148296533
HMG20B	0.553239525	0.148517082
IAPP	0.838734908	0.148564296
AICDA	-0.312823435	0.148630607
ZNF667	-0.75218547	0.148645276
DISC2	0.957638528	0.148997501
LPPR1	-0.633576717	0.149026071
LRP1B	-1.245507692	0.149323796
LST1	0.166259228	0.149343042
ABHD6	-1.216509826	0.149524528
GALNTL4	-1.152557716	0.149545048
TBC1D3C	0.236287048	0.149893404
SCCPDH	0.448864596	0.149937398
VILL	0.451923664	0.150277496
RETNLB	-0.963167787	0.150331506
GGA2	-0.260657926	0.15046006
SULF1	-1.023002844	0.150458918
SLC36A3	-1.183199617	0.150680943
MALL	0.559553664	0.15072241
UAP1L1	0.597721436	0.150893263
ANKRD53	-0.260273322	0.150910173
NTS	-0.235184079	0.151076065
COBRA1	0.525274438	0.151101569
LOC339535	0.827964314	0.151217651
TRPV5	-0.526092166	0.151289403
TMEM89	-0.570036453	0.151577685
GALNT13	0.426118712	0.151603011
TRIM36	1.268089432	0.151780218
CPEB1	0.82887383	0.151844565
HDAC7A	0.245733218	0.151995353
SLC26A2	0.480166327	0.152009929
LASS2	0.526739793	0.152283157
FOXR2	-1.276086012	0.152326573
NOSTRIN	-1.420922024	0.152498392
DHRS7B	0.410314355	0.152509527
ITGAM	0.479996102	0.152891423
ST6GALNAC1	-1.015515409	0.152881726
POF1B	-0.563317759	0.152997261
OR8D4	-0.987487038	0.153102595
NEUROG3	-1.323632297	0.153396059
KIAA0467	-0.337459738	0.153499217
PAGE2B	-1.08357882	0.153625065
FIGNL2	-0.551406088	0.153634794
C8orf74	-0.479707546	0.153804894
SORBS1	-0.90836369	0.153852166
TPD52	0.444339849	0.154006165
ZPBP2	0.46295003	0.154017403
KCNQ1DN	1.045342138	0.154169464
BPNT1	-0.876540469	0.154212756
FAM181B	-1.100764338	0.15432743
CHAT	-1.296394996	0.154381065
FAM175A	0.250407724	0.154597969
UBE2L6	0.289880378	0.154635478
LILRA2	0.384916516	0.154734434
ATG5	0.293496432	0.154788214
PLCG1	0.402184048	0.154859658
DENND4B	0.234540908	0.154835185
TAPBP	0.483096249	0.154973791
AGAP3	-0.709531564	0.154988956
IL33	0.220932651	0.155234888
PELI2	-0.487996957	0.155254673
OR5M3	-0.610533999	0.155537076
SSPN	0.802070891	0.155544466
CUGBP2	-0.162877168	0.155652574
LOR	-1.423377824	0.155680354
C12orf8	0.448068766	0.15582452
PLCXD1	-0.201369424	0.156057807
NEK10	-0.465823069	0.156332336
DQX1	-0.945119268	0.156347601
IL18BP	0.54163275	0.156524878
POLN	-0.808096211	0.156545552
ATP2A2	0.537603892	0.156742585
IMPDH1	0.456392488	0.156806836
PTBP1	-0.217271266	0.156915645
EIF5A	-0.236140754	0.156937284
MED16	-0.18085125	0.157051791
SPN	0.665211968	0.157201256
CRHR1	-0.365916537	0.157267696
AAAS	-0.349091045	0.157280044
DMTF1	0.28876855	0.15738711
GLIS2	-1.353613128	0.157411874
IGFBP3	0.498249511	0.157436224
PDC	0.38437925	0.157518149
CCPG1	0.537911392	0.157818162
PRAMEF4	0.609825602	0.157845386
CD200R1L	0.657897443	0.158023785
LPAL2	-1.131723887	0.158028619
PDE11A	0.6570127	0.158202037
STARD7	-0.148711118	0.158229032
SULT1E1	-0.566022954	0.158293587
KCNK12	-0.607953384	0.158308044
GPR173	-0.932496484	0.158533309
DCLRE1C	0.440400728	0.158545454
UNC13D	0.289832092	0.158757051
COCH	0.921556439	0.158792145
ZNF625	-0.65186605	0.158945656
ATP2C1	0.39098806	0.158982222
AURKA	-0.681047486	0.159160821
DOK4	0.430511492	0.159234583
C8orf47	-1.091336877	0.159461603
MT1IP	-1.139968632	0.159461281
CRYBB1	-1.102189437	0.159850798
PPP2R1B	0.886182994	0.159885477
HHATL	-0.693486061	0.159917363
C19orf39	-1.023756029	0.160008158
DDX58	-0.702590477	0.160125658
LRRC4C	-0.668828928	0.160224989
SYF2	0.181380034	0.160367925
ZBBX	0.647688229	0.160392517
ARSG	0.647181319	0.160462437
CNFN	-0.617123114	0.160492679
LIME1	-0.293580394	0.160790451
AP3D1	0.304150476	0.160831952
ARMCX3	-0.78363586	0.160914699
SLC15A1	0.4772966	0.160949385
PCDH9	0.524724703	0.160985211
WDR23	-0.475193132	0.16097806
C18orf55	0.50047159	0.161089539
IL1F9	-1.18337449	0.161123921
ZNHIT6	-0.21198566	0.161311173
C19orf4	0.52816032	0.161325624
SLCO1C1	0.398128396	0.161433471
CASP8	0.331651657	0.161480299
TGM5	-0.769517898	0.161574136
HMOX2	0.506557764	0.161678578
PTRH1	-0.321551638	0.161751814
NPS	-1.040881494	0.161823349
KLK6	-0.734396629	0.162046359
EPB41L2	0.54341011	0.162047182
TUB	-0.567502287	0.162152995
LOC553137	0.638406476	0.162165617
MAOB	-0.323157607	0.16234776
HSPA1B	0.297542778	0.162384576
LOC729609	-0.652193926	0.162620523
OR4C3	-1.061000681	0.162664859
OR7E24	0.861892678	0.16274755
UCHL5IP	-0.64081329	0.162835108
