gene,log2FC,pvalue
NAPRT,-0.067720702,0.664894319
VLDLR,0.184139343,0.303858771
AK3,-0.069214859,0.412899753
UHRF2,0.101260883,0.341619243
NFIB,0.115086295,0.242321576
PLIN2,-0.171430009,0.300155802
HAUS6,-0.251418171,0.014800679
CDKN2B,1.427443386,8.20E-18
CDKN2A,0.323463589,0.001665561
C9orf72,-0.782694848,0.013575913
ZCCHC7,0.348004955,0.005834311
FBXO10,-0.03963373,0.828579783
SIGMAR1,-0.079837726,0.364910549
CBWD5,-0.052704884,0.661679901
CEP78,0.054060099,0.684052444
NTRK2,-0.596855708,0.0225397
IDNK,0.317400541,0.198995934
SHC3,-0.687910888,7.84E-09
AUH,0.288392575,0.073964923
MFSD14B,-0.372773435,9.70E-05
AOPEP,-1.10415033,7.10E-26
ZNF462,0.419745639,0.021369607
INIP,0.393240845,0.000962308
UGCG,-0.602500798,7.42E-06
SNX30,0.568159893,1.95E-07
STOM,-1.447903059,3.16E-65
GSN,-0.514086084,5.55E-08
MRRF,0.127293404,0.374067807
NR6A1,1.423530246,0.09054236
ALAD,-0.020621096,0.808151063
ASTN2,0.804576,7.37E-06
WDR31,0.360548582,0.028176513
POLE3,-0.083251575,0.472217024
SURF4,-0.156628583,0.073456133
GBGT1,-0.015413621,0.963722978
SURF1,-0.011528442,0.927972586
SURF2,-0.037653821,0.866163425
SURF6,-0.072028456,0.547664906
MED22,0.103160357,0.291247376
REXO4,0.051444238,0.62167509
RPL7A,0.110043641,0.208608154
GTF3C5,-0.016728183,0.86719985
ASB6,-0.205693888,0.094612048
PTGES2,-0.031272148,0.818916745
NTMT1,-0.024710299,0.838418922
CIZ1,0.002334061,0.981056959
SLC25A25,-0.457038519,0.000645415
SH3GLB2,0.194722274,0.050106195
MIGA2,-0.382950839,0.000360954
PTGES,0.886214713,0.00016212
LRSAM1,0.507939328,7.89E-05
GPR107,-0.263545491,0.001132276
PAXX,0.134759864,0.475591457
INPP5E,-0.210439756,0.08235694
SEC16A,-0.196696218,0.028529592
DPH7,0.290759389,0.022353275
NOTCH1,0.792429305,3.63E-08
NACC2,-0.382325079,3.56E-05
PROSER2,-0.721715625,0.002176505
USP6NL,0.291348294,0.021383654
COMMD3,0.067047542,0.712822358
MSRB2,0.041950014,0.740589394
PDSS1,-0.04422161,0.889109422
FAM171A1,0.680070894,1.31E-08
MINDY3,-0.085016533,0.406809135
TMEM236,-1.697524368,0.238950099
RSU1,-0.372858019,2.54E-05
ST8SIA6,-0.09236262,0.936948954
PARD3,0.086769945,0.458155817
ZEB1,-0.403379398,1.86E-06
FAM13C,1.446320135,3.33E-08
NRBF2,0.150863636,0.154805838
POLR3A,0.062233345,0.555053054
HERC4,-0.023665808,0.782946562
LRMDA,0.42789865,0.21941763
CAMK2G,0.149921046,0.145962833
GLUD1,-0.26773752,0.002707809
ANKRD1,-3.427189701,0.003497323
HTR7,-1.552737279,0.027708054
RPP30,-0.042271106,0.734398706
FRA10AC1,0.040755998,0.748369679
ADD3,0.022361503,0.810935627
DNAJB12,-0.351881584,0.000200092
EIF4EBP2,-0.670311055,7.39E-06
TCF7L2,-0.075055324,0.542133591
MKI67,0.307491015,0.261297522
CYP17A1,0.547871115,0.659002078
INA,-0.406931426,0.530009005
FUOM,0.074784625,0.689939418
LRRC27,0.509009089,0.000523972
MTG1,0.297469971,0.413226627
PAOX,0.034352175,0.888464456
GSTO1,-0.435250743,5.87E-06
TAF5,-0.018329769,0.933429665
PPRC1,0.100984451,0.382257781
ITPRIP,-0.464640913,0.00037242
CNNM2,0.184484645,0.116247023
PDCD11,-0.166642938,0.104503833
ADAM12,1.814510897,1.64E-72
RGS10,0.633824347,5.32E-08
BTBD10,0.333042887,0.004085056
ADM,-0.681643193,1.83E-07
GAS2,0.303227181,0.681323694
SLC5A12,-0.409127462,0.646367696
LIN7C,-0.115538283,0.39283513
LRRC4C,0.27480944,0.761024717
IMMP1L,-0.14837187,0.540357493
PGAP2,0.335475609,0.011574301
TUT1,0.028513077,0.879355935
ZNF214,0.401340501,0.074726134
ZNF215,-0.500235166,0.050365232
HSD17B12,-0.120796583,0.229277744
APIP,-0.051168193,0.737294265
PAMR1,0.392877672,7.64E-05
DGKZ,0.265100594,0.032074479
EIF3M,-0.088079271,0.315112492
TNKS1BP1,-0.279996886,0.000149604
SERPING1,-0.447530068,3.44E-09
SSRP1,-0.039219198,0.639860082
SLC43A1,-0.260716065,0.059269212
PTPRJ,-0.471044537,0.001108362
C11orf49,0.113813199,0.383164485
ARFGAP2,-0.108239155,0.267055078
CELF1,-0.018099146,0.835260236
HIKESHI,-0.001325712,0.991461464
CCDC81,0.224291466,0.774784016
SESN3,0.543115991,5.77E-07
ENDOD1,-1.926447897,1.01E-42
CCDC82,-0.099210945,0.369068586
KLHL35,-0.379939291,0.433037968
TENM4,1.384402177,7.74E-12
SERPINH1,0.699206979,2.42E-07
CAPN5,0.339369705,0.001050007
INTS4,0.194729769,0.089239253
PAK1,0.177850599,0.150884392
RPS3,0.00720609,0.932733029
ZC3H12C,-0.726712578,7.95E-08
TTC12,0.362977677,0.014902456
NPAT,0.049463624,0.711320701
ATM,0.145514246,0.120153686
AASDHPPT,-0.040639094,0.723291155
GLB1L2,-0.459099263,0.745844954
SLX4IP,0.721050201,0.102687747
LAMTOR1,0.011759426,0.896796177
P4HA3,-0.125160137,0.375987243
GRIK4,2.17883195,2.15E-10
HYOU1,-0.196476363,0.513824856
ADAM33,0.164627098,0.12442646
KAT14,0.110025596,0.4433484
TKFC,0.033712647,0.799957939
MTA2,0.09409321,0.283678081
TMEM138,0.225046588,0.06277591
FADS1,0.032370789,0.81618524
TMC2,-1.12962418,4.87E-05
ROM1,-0.275688103,0.125544058
EML3,-0.264362679,0.010423629
INCENP,0.131305711,0.4284544
ZP1,1.117945973,0.333402933
PLCH2,-0.193931879,0.844776358
CPSF7,0.11337978,0.235266716
B3GAT3,-0.443791003,5.43E-05
EI24,0.023256933,0.780761644
CCDC15,1.05650108,0.011762538
CHEK1,-0.240569064,0.071486748
FEZ1,0.246826288,0.008853252
STT3A-AS1,0.246826288,0.008853252
ESAM,-0.137301759,0.890256637
KIRREL3,0.118238198,0.464585417
SCN2B,0.750553695,0.000109127
SIDT2,-0.748884349,1.94E-11
TMEM25,-0.013670132,0.927191041
TAGLN,-1.267975672,7.77E-17
JPH2,-1.072235087,0.007688342
COMMD7,0.042736631,0.698363882
C20orf144,0.349020566,0.660495992
KIAA1755,1.467863178,7.09E-17
SPATA25,0.127458044,0.748772661
DSN1,0.406577419,0.024848822
SOGA1,0.139783639,0.134235398
LSM14B,0.160873447,0.127122974
YTHDF1,-0.000364777,0.996929373
CABLES2,0.094613066,0.55837046
LTO1,-0.063400808,0.596712851
TRPT1,-0.105237005,0.479606832
NUDT22,-0.398071599,0.019314625
FERMT3,-0.049723801,0.921508051
PLCB3,-0.166293971,0.15194767
MRPL49,0.541633116,5.56E-08
CDC42EP2,0.009321683,0.932480365
FAU,-0.057503297,0.519468159
TM7SF2,-0.782130861,0.000610418
VPS51,-0.052431353,0.580174323
TBX6,0.409377146,0.465034167
PPP4C,-0.220476993,0.012978718
ALDOA,0.119730466,0.340568755
DOC2A,3.848291908,0.038130321
HIRIP3,0.131982424,0.492060103
TAOK2,0.085795986,0.339938047
TMEM219,-0.010304177,0.910934511
HMGA2,0.095021846,0.412345224
MMP3,0.31089868,0.272231316
CNKSR2,0.062103471,0.95052073
KLRF1,-0.551664148,0.690326833
MKX,-0.220683801,0.516657344
MPP7,-1.025317529,0.01791418
ITGB1,-0.324365513,2.05E-05
CTF1,0.003792996,0.980263561
CWC15,0.042801819,0.669378175
FCGR1A,0.834309783,0.367025065
ARID5B,-0.141480282,0.118106886
DCUN1D2,0.152848016,0.290058715
TMCO3,-0.279494685,0.001006584
TMEM218,0.155376174,0.2713506
TIRAP,0.071392897,0.750354276
EEF1AKMT1,0.183130315,0.36395529
LATS2,-0.081776749,0.332618113
SAP18,-0.179782682,0.0325852
ADGRL3,1.200114535,0.339536071
KIAA1328,0.269738843,0.112308693
FAM124A,-0.724989485,4.34E-06
MIA2,-0.476301745,0.438103282
HNMT,-0.908921141,5.54E-14
LYPD6B,-0.49949798,0.749762365
PDCD4,0.604500754,5.35E-11
ADRA2A,2.104356264,4.35E-07
WDR17,0.038515497,0.882987827
SPATA4,0.945821779,0.393565264
VEGFC,0.434189526,4.52E-05
CCDC102B,1.07956099,5.01E-05
CD226,0.517042444,0.684034381
FSIP1,0.830870587,0.131690687
DLG2,-0.556188212,0.061187378
RGS18,-1.466680608,0.520119037
PRSS23,0.719336762,1.84E-11
MTMR12,-0.42882465,0.000368842
PPP1R1C,-0.595012784,0.259804032
CCT5,-0.354281536,5.63E-05
ATPSCKMT,0.235683349,0.143749621
DOCK1,0.043268999,0.658573643
DIXDC1,-0.300636115,0.001364684
DLAT,-0.416116944,0.000400768
PIH1D2,0.055738194,0.88219341
NKAPD1,0.1660573,0.131889097
TIMM8B,0.166242689,0.303852475
IL18,1.583549457,0.335927246
PTS,-0.03260381,0.790316893
PIP4K2A,-0.255968659,0.063776999
C2orf50,1.275526409,0.408123916
FOXO1,-2.227872825,1.39E-41
CRIM1,-1.050411295,1.84E-14
SEC24D,0.112487983,0.170734822
ABCB9,0.77451054,0.002641095
RILPL2,-0.540376525,6.19E-07
DHX37,-0.604608026,2.33E-06
UBC,-0.261775737,0.013556494
ITPR1,-0.49082234,0.000520981
PRSS53,0.100252196,0.805156249
SLC7A11,1.141322544,2.94E-16
NOCT,0.293812681,0.382457599
ENKUR,0.45806868,0.68670045
CACNA2D4,0.186771992,0.611252337
DCP1B,0.479058877,3.13E-05
CACNA1C,0.566040372,6.43E-06
THRB,-0.429381804,0.000218203
NGLY1,0.109402975,0.351018181
OXSM,0.061098375,0.757408604
UEVLD,-0.222015071,0.041378262
TMEM86A,-0.066973587,0.753783474
C12orf45,0.308072026,0.24642977
TMEM263,0.190485665,0.057945957
BTBD11,-0.395566085,0.496462246
UBE3B,-0.11306456,0.25674141
ANK3,-0.350410414,0.704064039
IPMK,-0.64913358,6.10E-07
RAD9B,0.735786382,0.087659431
PLBD2,-0.057115916,0.665583264
DLG5,-0.228206847,0.018472452
SLC2A13,-0.419196387,0.000653617
GXYLT1,-0.261915483,0.0409283
TWF1,0.013303605,0.86549096
DIP2C,0.180061026,0.084585824
EIF4E,-0.043525893,0.681382745
MAGI1,-0.540282264,0.001160752
TEX30,-0.417132866,0.028949528
CSNK1G3,-0.037500906,0.721288498
SRFBP1,-0.106487,0.539300767
AKAP6,-0.547196801,0.059701508
NPAS3,0.303665558,0.839488947
FAM177A1,-0.460411597,5.15E-05
LOC101927178,-0.460411597,5.15E-05
MBIP,0.483096646,9.38E-05
MIPOL1,-0.016354421,0.930753692
EXT2,0.061322172,0.517717682
TMEM18,0.142620785,0.269561504
KCTD14,-0.244847708,0.731667621
THRSP,-0.551768673,0.691981276
NDUFC2,-0.270179915,0.023164362
ME3,0.506550771,1.51E-05
ADAMTS12,-0.053583613,0.728655872
NUBPL,0.108882057,0.49372401
NEK7,-0.202197631,0.013665
FER,0.053928049,0.565675389
VIPAS39,0.103943718,0.352676021
ANKRD50,0.081183382,0.392262253
UPF2,0.071356194,0.479156752
CDC123,-0.059507955,0.548216971
SCLT1,0.211908088,0.249701369
CCDC3,-0.576219358,0.013335395
C4orf33,0.580833493,0.009147726
FRMD4A,0.325306057,0.045521394
PTPRO,0.407908382,0.120126448
EPS8,-0.534239814,8.00E-08
ACAD8,0.03874299,0.742913911
THYN1,0.305656032,0.011482145
VPS26B,0.155397158,0.112638326
NCAPD3,-0.01972222,0.878120028
VTI1A,-0.184288981,0.079136902
QDPR,0.072314359,0.594602423
FAM160B1,-0.084912593,0.392128662
ANO4,-0.612804327,0.066156354
TEX9,0.783788308,0.01621177
QTRT2,-0.256928849,0.095612782
MMAA,-0.051768904,0.724394485
ZNF827,0.52685883,5.63E-07
EDNRA,0.809063615,0.000664833
NR3C2,0.899551405,0.000394205
AKR1C2,-0.465582756,0.170315415
DPYSL4,0.230457681,0.286384401
ADAM8,0.3447359,0.389965313
ITIH2,0.055812244,0.947856066
KIN,0.196974203,0.177120781
PIGF,-0.227479422,0.19592665
ANKAR,0.067803738,0.782622016
INPP1,0.329703719,0.007942402
MFSD6,-1.019606991,2.89E-18
RNF144A,0.1886291,0.774968956
ASAP2,0.226794393,0.082573953
ADAM17,-0.480554024,0.000234974
FLI1,-0.149595428,0.645764044
KCNJ1,1.512991759,0.315154572
TMEM45B,-0.917293426,0.529256861
WWC2,-0.197849969,0.071273358
CENPU,-0.493724815,0.118599087
ACSL1,-1.602524473,1.50E-41
SLC25A4,-0.660278583,3.17E-06
AMN1,0.827466993,0.012716763
BICD1,0.249349317,0.087680597
SAV1,0.141950717,0.269096924
CCDC122,0.076554329,0.702905787
SERP2,-0.056052604,0.751799068
NBAS,0.372139914,0.00011212
ZNF385D,0.518645342,0.156015125
TDO2,0.651127534,0.182416504
GUF1,-0.106081992,0.366715356
SACS,0.730322383,3.95E-17
PABPC3,-0.062698802,0.652155144
CENPJ,-0.147928701,0.391824651
FBXO4,-0.056284514,0.747123908
TMEM267,0.059898512,0.743693317
CCL28,0.293715663,0.206410556
PARP8,0.175605452,0.22066117
GFRA1,0.442763992,0.001473411
CACUL1,-0.624564756,1.16E-06
DST,0.369463358,3.34E-05
BEND6,0.644867759,4.85E-07
TIAL1,0.045337024,0.652642805
BAG3,-0.401016428,6.88E-06
GLT1D1,2.816822705,0.122963835
SCHIP1,-0.086065202,0.868413373
KCNE4,-0.244183632,0.092324902
AP1S3,0.281102424,0.501230458
RABGAP1L,-0.026322784,0.811512779
CCDC74B,0.198935932,0.241332823
TMEM56,0.158565134,0.553053992
MZT2B,-0.298169595,0.064417773
TUBA3E,-0.077672421,0.96280093
FAM168B,0.012340487,0.887615856
PTPN14,0.023126869,0.879610398
LOC150776,0.04944855,0.67024329
MGAT5,0.059560821,0.736044938
GPATCH11,0.057577287,0.692929314
HSPB8,0.309286815,0.044164513
GEMIN6,0.15181077,0.405209488
TMEM178A,-0.230908112,0.327350916
RNF219,-0.113712563,0.48033241
SETBP1,0.166244707,0.187848482
ARL14EP,0.100389587,0.350196067
EPG5,-0.349655526,0.000552764
PSTPIP2,-0.173481199,0.306835546
ATP5F1A,-0.024288799,0.765995152
HAUS1,0.07294341,0.613850452
C18orf25,-0.162042836,0.162542536
SPC25,0.369680134,0.662165661
PDK1,0.276106392,0.426808723
PDE3B,0.382169576,0.049916328
TCF7L1,0.360049858,0.001965045
TGOLN2,-0.096392182,0.24379535
SH2D6,-0.024799935,0.973948224
UHMK1,-0.659782006,1.13E-12
ATG10,0.040018743,0.864504483
POC5,0.303530245,0.158225613
SPOCK1,-0.890213065,2.92E-11
FAM151B,0.429149128,0.264871443
TADA1,-0.02792534,0.882314745
GUCY1A2,1.008403291,5.36E-05
CWF19L2,0.038352503,0.795540902
JMY,-0.003826714,0.975240858
HOMER1,0.056298167,0.792740813
XRCC4,-0.134945225,0.485527002
ZNF547,0.274856305,0.297395446
ZNF773,0.215584652,0.200896239
ZNF776,0.103364594,0.46414409
ZNF256,0.145874898,0.552835756
SUV39H2,0.107042741,0.593097705
DCLRE1C,-0.129964017,0.322905226
OLAH,-3.939253202,5.88E-05
RPP38,0.109499999,0.619481941
NMT2,-0.124850733,0.23296171
ZSCAN1,0.267038412,0.850412468
ZNF837,0.429680389,0.215578832
USP12,-0.496715371,0.000707327
CCDC50,-0.136436918,0.137085162
CAMK4,1.323382857,5.55E-08
TRIM36,-0.258386156,0.877208598
ZFP36L2,-0.646266231,2.91E-12
PAN3,0.032820885,0.749642558
PLEKHH2,-0.374194574,0.000202686
PFKM,0.239870966,0.014689842
TMEM123,-0.354616507,9.05E-05
IGSF10,1.155673685,1.40E-24
SPEF2,0.033660803,0.868473388
SPARCL1,-4.574966487,4.11E-136
MBNL1,-0.862375732,5.37E-24
NADK2,0.215286133,0.13188088
GPD1L,-0.834229597,2.98E-09
GJA1,0.206006492,0.058602388
CCNO,-2.660367343,0.184455511
SLC30A6,-0.059820756,0.544479575
PELO,0.113820332,0.383429055
RASGRP3,-1.250154097,0.055216201
SAR1B,-0.302701472,0.002622924
CATSPER3,-0.193274749,0.900719995
GPR180,-0.139226588,0.314207648
WDR78,0.189138012,0.364746048
FARP1,-0.234715138,0.035446801
IFIT5,-0.136158421,0.263104569
SLC16A12,-4.122976351,1.25E-19
PANK1,0.233170185,0.306190843
PRDM8,0.106862715,0.351058531
BMP3,-0.24514877,0.684759183
HNRNPDL,-0.100620144,0.203861282
HHEX,0.107981362,0.60405592
UTRN,-0.368341438,0.005041068
GRM1,0.327412265,0.793551481
PTPRK,0.2674713,0.007528233
GGPS1,0.028547262,0.787969213
ZNF117,0.580957275,1.35E-05
ERV3-1-ZNF117,0.580957275,1.35E-05
MARVELD2,0.304545834,0.505156418
RAD17,0.19637769,0.080154022
MED21,-0.122404493,0.310188302
PLOD2,0.421023855,0.004045001
STK32B,-0.132860203,0.683557585
ADGRA3,0.797146049,3.46E-10
SREK1IP1,-0.471447776,3.54E-05
LGI2,0.807316205,0.509373411
CWC27,0.091613563,0.438546183
MR1,0.141322136,0.200872078
SRP19,-0.337645044,0.117234567
CENPH,0.323884066,0.289047084
CDYL,0.23365368,0.063447219
CARHSP1,-0.224206753,0.023419363
TEKT5,-0.770307897,0.639642284
BANK1,-0.566234676,0.067212739
TXNDC11,-0.538301964,1.13E-07
DAB2,-0.082945829,0.380892241
LOC112267931,-0.082945829,0.380892241
ACMSD,0.493238072,0.650018069
ACOXL,0.841782689,0.156038905
BCL2L11,0.541601309,0.003522451
ANAPC1,-0.048663185,0.609222444
CAST,-0.357814117,2.84E-05
SCOC,-0.268172159,0.024046618
CLGN,0.656295123,0.001122319
CETN3,0.17874579,0.204561613
SMARCA5,0.06120157,0.466994887
SYCP2L,-0.034606773,0.977242738
BMP6,-0.875003823,0.000927157
RGPD3,0.129721398,0.273884124
RASSF3,-0.388078619,9.76E-05
HNRNPU,-0.061130795,0.453901915
RANBP2,-0.099265081,0.181940669
AHCTF1,-1.22975061,9.78E-11
MERTK,1.235034123,2.23E-07
TMEM87B,-0.650393352,0.000268978
PTPRR,1.22889611,0.345117464
NR4A2,-0.221192736,0.43303837
CCDC148,0.308919552,0.416724118
PLA2R1,-0.098497154,0.281677941
RBMS1,-0.286675551,0.000187063
SCN3A,0.403981961,0.320594509
CD96,0.11667142,0.926670676
SLC25A27,-0.249352359,0.035024752
FAM49B,-0.12472075,0.411015781
ASAP1,-0.29125444,0.000131598
TRAPPC8,-0.148864083,0.136477487
INO80C,0.403232398,0.141099704
LPCAT1,-0.264385552,0.059033888
NMRAL1,0.033405254,0.807435012
UBALD1,-0.633880788,7.97E-07
C16orf89,0.893105036,0.175227914
TMEM251,-0.148881669,0.624125334
ING1,-0.052190901,0.735916259
TEX29,-0.088333518,0.840167915
ADPRHL1,0.810668434,0.025927193
CMTM7,-0.063737495,0.728535014
FBXL2,0.04328783,0.778140879
UBP1,-0.221092448,0.01548419
RMND5A,-0.067175971,0.614016212
RPIA,-0.241185271,0.140272202
GOLGA8F,1.612677118,0.213903473
PTPRD,0.321840812,0.000793418
LURAP1L,0.379219232,0.061183068
CNKSR3,0.73229822,4.37E-07
GTF2E1,-0.169266148,0.239674403
CFDP1,0.011697654,0.908638329
ZDHHC7,-0.117613669,0.299451937
FAM92B,-0.517154822,0.653115802
C7orf31,-0.308531982,0.108274176
JAZF1,0.142899734,0.241032094
CMIP,0.265600795,0.042163784
PID1,-0.5981241,4.94E-06
TRIP12,-0.164675768,0.03433765
FBXO36,0.198721826,0.372799326
CEBPG,0.610541899,7.71E-06
KCTD15,0.732442813,0.005546663
ZNF599,0.090760675,0.650872298
MCOLN2,-0.637552242,0.028270183
LGI4,0.261140103,0.463763583
DDAH1,-1.246645599,3.66E-16
SREK1,0.093224202,0.346841385
CHD1,-0.026185708,0.798389338
ANKFN1,0.287907364,0.741916494
DGKE,-0.217777983,0.246961775
HS2ST1,-0.810636482,2.80E-07
MSI2,0.018825985,0.870147248
CACNA2D1,0.080765304,0.500370901
ZUP1,-0.200669751,0.361764657
HS3ST3A1,-0.408905191,0.034824297
GDPD1,0.50112043,0.273383669
NUS1,-0.340667169,0.001472672
SEMA3D,0.570524426,0.000848984
PPP2R5E,-0.211664381,0.038575188
AK5,-0.899592579,9.44E-07
CABYR,-0.049892514,0.819253902
IMPACT,0.070309814,0.469120093
ANKRD29,0.193686488,0.193617476
SDHAF4,0.103284971,0.576293411
THY1,0.22789601,0.009934415
DNAAF1,0.565637173,0.615029388
C16orf74,0.981996482,4.04E-05
TBCEL,-0.282451041,0.006770884
JPH3,-0.357806291,0.824998214
ANKH,0.001988587,0.986936648
OTULIN,-0.163347984,0.171963573
UBASH3B,-1.059620442,6.62E-10
ROBO4,1.812066898,0.040967919
ROBO3,0.633268796,2.70E-05
TBRG1,-0.094964232,0.321768751
NRGN,0.432080013,0.417609038
RETREG1,-0.400780094,0.349469876
CDH12,-0.13412148,0.916816531
TOMM70,0.070126917,0.404371158
ABI3BP,-0.168899166,0.152655981
ANGPT1,-0.559197591,5.27E-08
PITPNC1,-0.887585711,1.82E-08
CC2D1B,-0.282875798,0.004183591
PRKCA,-0.199550981,0.046869015
LRRK1,-0.043779637,0.642287286
CEP112,-0.339979644,0.014589843
ABCA9,-0.252772076,0.082259784
ABCA6,-1.01799673,1.53E-19
ABCA10,1.48613608,1.93E-11
ABCA5,0.065334271,0.663001594
ENPP3,0.183535722,0.835483265
C4orf19,1.423611219,0.350590165
UCHL1,0.142791486,0.060183116
MIA3,0.158170104,0.071630549
DISP1,0.364276562,0.072534495
TNIK,1.142076035,2.10E-15
FAM167A,-0.971125539,6.09E-05
NEIL2,0.153708191,0.348430008
PGM5,0.180391462,0.032395654
OBSCN,0.641977962,8.82E-05
LONRF1,0.386207218,0.021052865
TRIM11,0.073551546,0.624768567
ENAH,-0.289519827,0.012993877
CCSAP,0.428330993,0.0166445
SH3RF1,-0.135404804,0.35174199
GBP5,1.204537867,0.184629216
BUB3,-0.097675742,0.283985636
CCDC173,-1.039649953,0.006225676
MMP21,-1.149982381,0.444284292
C10orf90,1.551371976,0.332561875
DIPK1A,0.070999622,0.571923988
ATP5MC3,-0.053082251,0.545681893
CNTNAP3B,-0.814399452,2.00E-05
MAGED4,0.373071027,0.000692939
SRSF12,-0.354954016,0.647813599
PDLIM3,0.05555553,0.753070874
SORBS2,-0.853034922,0.062062082
ELOC,-0.26383633,0.008756376
LY96,0.653160865,0.002783632
TMSB4Y,-0.169572177,0.887095247
CXADR,0.918510221,0.225086813
BTG3,-0.055302849,0.643733916
C21orf91,-0.089994251,0.594445533
CHODL,-0.512100025,0.676724967
NCAM2,0.792332448,2.43E-16
L3MBTL4,0.105798047,0.938942583
PDE1C,0.042099503,0.742329752
RABGEF1,-0.241623002,0.455491144
MRPL39,-0.071821142,0.626200576
JAM2,-0.355759974,0.01123429
ATP5PF,-0.091316683,0.375549246
GABPA,0.189972057,0.054353852
ADAMTS1,-2.345634643,2.27E-90
ADAMTS5,-2.292795188,2.77E-06
TSEN2,-0.489220815,0.003215725
SLFN13,-0.06592553,0.767041069
XPC,0.554101759,4.93E-10
CCDC174,0.057134419,0.634991147
FGD5,0.501905117,0.260304007
FLCN,0.226660932,0.035338217
DPH3,-0.465009786,1.15E-06
OXNAD1,-0.277194491,0.145482915
PLCL2,-0.005190763,0.969084239
CXXC1,-0.005948332,0.957051004
SKA1,1.094743441,0.013547115
PPP4R1,-0.15694234,0.091929508
APCDD1,-1.5996684,0.000176999
PIEZO2,2.567197157,3.81E-29
CCDC144B,0.115457588,0.49516383
MPPE1,-0.276264219,0.011661044
USP43,-1.556313047,0.033104977
RAB6B,0.571302505,0.054841259
EME1,0.702248214,0.240264202
EPHB1,0.407716393,0.49662035
ACSS1,-1.898559649,2.60E-68
ANKRD40,-0.356816784,0.000303553
ZNF18,0.093139768,0.61023382
VOPP1,-0.341506272,0.003066388
APOOL,-0.629645623,0.002682487
DKK2,1.511747124,0.008778547
CYP2U1,-0.226557348,0.034177007
RSPH10B,-1.266098338,0.381271416
FBXL18,-0.362699864,0.013862098
PROM2,0.172982158,0.736241543
AK9,0.61539122,0.000993245
KLF10,0.64989232,0.000209985
PTPRN2,0.021532938,0.962501722
AZIN1,0.110156044,0.264833554
ATP6V1C1,-0.174420825,0.136995837
PIP4P2,-0.00176716,0.991824636
OTUD6B,-0.303277127,0.043963088
CDK19,0.156878404,0.206881889
GTF3C6,-0.0381835,0.748349671
TTC39B,0.107875666,0.446508595
AGPAT5,-0.558419096,0.005466246
MMS19,-0.057357557,0.554839871
PI4K2A,0.216558764,0.077954327
MARVELD1,-0.106413119,0.185494449
ZFYVE27,-0.022532576,0.844756511
TRMT44,-0.043451624,0.789273572
SLC25A28,0.098767325,0.516197483
HSPA13,0.002958947,0.977676342
USP25,0.058746438,0.491258152
GRAMD2B,-1.232328437,2.99E-15
ZCCHC10,-0.328217338,0.064515898
C16orf87,0.005610316,0.979165277
MOV10,0.308211472,0.002214825
RHOC,-0.15406034,0.09155258
PPM1J,-0.458598968,0.442531078
DBI,-0.209510243,0.043141834
SLC16A1,0.278619739,0.048864382
HEATR3,-0.449938051,0.014146656
